Hardy's Shoe Shine Parlor (notary public),507 W. Carter St.,1940-1949,"28.534857876838828, -81.38545391349642"
Kano's Harlem Square,901 W. Carter St.,1940-1949,"28.53476619028274, -81.39213988728554"
Anderson's Blue Room,818 W. Carter St.,1940-1949,"28.534630458584886, -81.3917948018946"
Fleeming Rooms,908 Carter St.,1940-1949,"28.534611148427246, -81.392292873654"
Lawton Shine Stand (notary public),701 S. Division St.,1940-1949,"28.534526083529066, -81.38471941259719"
Cobb's Beauty Shop,625 Holden St.,1940-1949,"28.49462570700395, -81.38356074352784"
Merritt's Billiard Parlor,522 W. Church St.,1940-1949,"28.540041, -81.385428"
William's Sundry and Grocery Store,332 N. Lee St.,1940-1949,"28.54690512673809, -81.39133803222968"
Atlanta Life Insurance Company,539 W. Church St.,1940-1949,"28.54029497983564, -81.38565796899074"
Sharpy's Tea Room,530 W. Church St.,1940-1949,"28.53998013300958, -81.38552789152932"
Wallace Beauty Mill,557 W. Church St.,1940-1949,"28.54029623610622, -81.38607990520694"
John's Sundry Store,575 W. Church St.,1940-1949,"28.54029523155405, -81.3862684899317"
Arcade Barber Shop,576 W. Church St.,1940-1949,"28.539890281371438, -81.38640628070526"
Ellick's Beauty Parlor (1949) Shop (1960),533 W. Jackson St.,1940-1949,"28.539380250561706, -81.38633936296526"
Jones' Beauty Shop (1949) Chest (1960),205 N. Garden St.,1940-1949,"28.545023762428794, -81.39030847889589"
Rutherford Beauty Box (1949) Shop (1960),643 W. Holden St.,1940-1949,"28.494607817415332, -81.383632061066"
Jessie's Beauty Shop (1949) Parlor (1960),221 Chatham St.,1940-1949,"28.545082, -81.385986"
Paradise Beer Garden (1949) Tavern (1960) Club (1961),704 W. Jefferson St.,1940-1949,"28.544669075718545, -81.3893733322298"
Nicholson-Colyer Building,27-35 W. Church St.,1940-1949,"28.54063381100846, -81.37966188246672"
Geo L. Speight&comma; D.D.S.. (dentist),441 W. Church St.,1940-1949,"28.54031064221255, -81.38472528248565"
Spaulding's Beauty Parlor,423 Hicks St.,1940-1949,"28.5375087517198, -81.38729498989998"
Joe's Barber Shop,537 W. Church St.,1940-1949,"28.540292723565088, -81.3856241113207"
Palmer Feed Store,912 W. Church St.,1940-1949,"28.539815245589647, -81.39282491921442"
