Shiloh Baptist Church,600 W. Jackson,1910-1929,"28.539270038661623, -81.38698056272163"
Seventh-day Adventist Church,784 W. Carter,1910-1929,"28.53454268047904, -81.39123814690318"
Seaboard Coastline Railroad,76 W. Church St.,1910-1929,"28.540200284919212, -81.3806469978258"
Frank Hyres (building blocks; etc.),Cor N. Gertrude and W. Livingston Aves,1910-1929,"28.547422389790476, -81.3808474667162"
Schnarr and Yothers (insecticide manufacturers),Garland St.,1910-1929,"28.542951769894753, -81.38235794783876"
Geo A. Barker (bill poster),412 W. Central Ave.,1910-1929,"28.54180850066715, -81.38445767455968"
B.W. Kingsley (wood yard),Cor. S. Gertrude Ave. and W. Pine St.,1910-1929,"28.541237635048386, -81.3808200804274"
Freeman Bottling Works,Gertrude Ave&comma; bwtween Pine and Church Sts.,1910-1929,"28.54085886122514, -81.38080165422363"
J.B. Harris & Son (col) (barber shops),17 W. Church St.,1910-1929,"28.54069131897721, -81.37944435861762"
J.B. Callahan (colored) (physician),15 W. Church St.,1910-1929,"28.54067801935598, -81.37941478578733"
J.T. Seegar (grocer),15 W. Church St.,1910-1929,"28.54067801935598, -81.37941478578733"
William & Colyer (colored) (tailoring),15 W. Church St.,1910-1929,"28.54067801935598, -81.37941478578733"
George Chick,27 W. Church St.,1910-1929,"28.54063381100846, -81.37966188246672"
A. Forage (grocers),25 W. Church St.,1910-1929,"28.540630667271724, -81.37957598248563"
E.W. Robinson (confectioners),19 W. Church St.,1910-1929,"28.54061419274148, -81.37950233917371"
C.W. Thompson (electrical contacting and supplies),11 W. Church St.,1910-1929,"28.540601906457617, -81.37936117885997"
Robert Parham (grocer),21 W. Church St.,1910-1929,"28.540600811009956, -81.3795122646755"
Hawkins & Beatty (grocers),13 W. Church St.,1910-1929,"28.540597193930328, -81.37939336536508"
P.F. Laubach (grain; feed; etc),47-49-51 W. Church St.,1910-1929,"28.540550906253504, -81.38033662115292"
A.L. Lucius Co. (grocer),119 W. Church St.,1910-1929,"28.54040071101894, -81.3810556757382"
Curry & Smith (cigar manufacturers),140 W. Church St.,1910-1929,"28.540197365383136, -81.38163513533603"
Mrs. M. Dollins (hotels and boarding houses),210 W. Church St.,1910-1929,"28.54018542953429, -81.3819141454622"
C.E. Haywood (restaurants),38 W. Church St.,1910-1929,"28.540169467302654, -81.37973526467549"
Spanish Restaurant,42 W. Church St.,1910-1929,"28.540168767302717, -81.37980578248566"
L.R. Phillips (grocer),8 W. Church St.,1910-1929,"28.540168554755947, -81.37932956469442"
Bowen & Jaillette (barber shops),10 W. Church St.,1910-1929,"28.54016825475595, -81.37935914690318"
H.S. Miller (grocer),18 W. Church St.,1910-1929,"28.540167794685587, -81.37946459528834"
R.K. Gordon (bakeries),18 W. Church St.,1910-1929,"28.540167794685587, -81.37946459528834"
Mrs. L.F. Brigham (books and stationery),22 W. Church St.,1910-1929,"28.54016675475596, -81.37951498248565"
J.B. Chamberlain Co. (pianos),6 W. Church St.,1910-1929,"28.540166398482636, -81.37930008246673"
B.F. Miller (shooting gallery),34 W. Church St.,1910-1929,"28.540163098482633, -81.37966216469442"
The Ferns (hotels and boarding houses),402 W. Church St.,1910-1929,"28.540126504189107, -81.38441514260681"
The Palms (hotels and boarding houses),310 W. Church St.,1910-1929,"28.54005795475842, -81.38307965794696"
F.S. Anderson (men's furnishings),104 W. Church St.,1910-1929,"28.539993967314413, -81.38110880025798"
F.J. Terry (marble works),118 W. Church St.,1910-1929,"28.539985654760077, -81.38116818248562"
Eugene Dawson (plumbing; steam and gas fitting),118 W. Church St.,1910-1929,"28.539985654760077, -81.38116818248562"
The Glenwood (hotels and boarding houses),108 W. Church St.,1910-1929,"28.53998324220521, -81.38113476469441"
The Ringgold (hotels and boarding houses),108 W. Church St.,1910-1929,"28.53998324220521, -81.38113476469441"
Pounds & Pounds (lumber; novelty works),N. Gertrude Ave&comma; on S.A.L.,1910-1929,"28.53970634438195, -81.38079428381366"
Eldredge Barlow (wood yard),Cor. S. Gertrude and South Sts.,1910-1929,"28.538557052393408, -81.38079724375538"
Grand United Order of Odd Fellows &emdash; Orlando South Lodge No. 2629,128 S. Division,1910-1929,"28.540674493930318, -81.38509840094757"
Woodford James Maxey House (aka Maxey-Crooms House),638 W. Anderson St.,1910-1929,"28.536397726585818, -81.38825943222994"
